file_name,text,speaker
01a5575c_029_00000.wav,やっとその気になってくださいました🤭,
01a5575c_029_00001.wav,まだ私の準備ができておりませんので😮‍💨,
01a5575c_030_00000.wav,今日は危機をのままでいられます😮‍💨,
01a5575c_033_00000.wav,放っておくと、字だらくにどんどん磨きがかかってしまいますので。🤭,
01a5575c_034_00000.wav,誠様の初めてのお役目です🤭,
01a5575c_036_00000.wav,あなたが無礼な振る舞いをするからです😠,
01a5575c_037_00000.wav,ことさまに恥をかかせるんじゃ🤭,
01a5575c_038_00000.wav,まずどちらの方法でも共通しているのは🤭,
01a5575c_038_00001.wav,誠様にこれから生まれてくる鬼を 強く思い描いていただくこと🤭,
01a5575c_038_00002.wav,鬼の外見と力は、その思いに左右されます😮‍💨,
01a5575c_039_00000.wav,マコト様にはまだ生きていただかなくては😮‍💨,
01a5575c_041_00000.wav,可能なものを生むことはできます。🤔,
01a5575c_042_00000.wav,いえ、ほとんど人と変わりありませんよ😌,
01a5575c_042_00001.wav,ただ私が、食事などをあまり必要としていないだけで。😮‍💨,
01a5575c_043_00000.wav,お気遣いありがとうございます☺️,
01a5575c_045_00000.wav,ではもう少々お待ちくださいませ😮‍💨,
01a5575c_046_00000.wav,これは新たに生まれてくる鬼ではなく…😮‍💨,
01a5575c_046_00001.wav,私へのにへとしで受け取っておきます🤭,
01a5575c_049_00000.wav,物に魂が宿ることはありますが😮‍💨,
01a5575c_049_00001.wav,あれはただの放置自転車でしょうね😮‍💨,
01a5575c_050_00000.wav,ただの男と女として🤫,
01a5575c_051_00000.wav,見つけられないのが普通と考えていただいても😮‍💨,
01a5575c_051_00001.wav,ここ数年は体調のこともあり😮‍💨,
01a5575c_051_00002.wav,仙台がお役目を十分に果たせていなかったようですので🤭,
01a5575c_052_00000.wav,跳ね返りではございますが🫶,
01a5575c_052_00001.wav,あなた様のことをしたっております🤭,
01a5575c_053_00000.wav,しかし、よさまはともかく、わたくしは…😮‍💨,
01a5575c_053_00001.wav,主と食事をご一緒するなどはいけません🤭,
01a5575c_055_00000.wav,ですが、他の鬼はもっと食べると思いますよ🤭,
01a5575c_056_00000.wav,私が霊を感知できれば早いのですが、なかなかそういうわけにも…😮‍💨,
01a5575c_057_00000.wav,私は少々特殊な鬼でございますので、能力と言えるような能力は…🤭,
01a5575c_058_00000.wav,出して、出して、くださーい、私の中にいっぱい、いっぱい!🤭,
01a5575c_059_00000.wav,お代わりもありますので、ご遠慮なく🤭,
01a5575c_062_00000.wav,興奮の余り、我を忘れてしまったら…🥵🤭,
01a5575c_063_00000.wav,お役目に必要な能力を🤫,
01a5575c_064_00000.wav,本日は本当にお疲れ様でした😮‍💨,
01a5575c_064_00001.wav,お役目をご立派に果たされましたね😊,
01a5575c_064_00002.wav,あの犬の魂を救ってくださいました🙏,
01a5575c_065_00000.wav,あのまま縛り付けておくのは🤫,
01a5575c_065_00001.wav,どうか救ってあげていただけないでしょうか🥺,
01a5575c_068_00000.wav,誠様ならば、ご立派にお役目を果たされることでしょう😊,
01a5575c_069_00000.wav,お母様が用意してくださった お食事を温め直しますね🤭,
01a5575c_069_00001.wav,誠様は今でお待ちくださいませ🤭,
01a5575c_070_00000.wav,育幕課の生活費を残してくださったので🤭,
01a5575c_071_00000.wav,自分が死んでいると気づいていない方などは😮‍💨,
01a5575c_071_00001.wav,本当に普通の人間のように振る舞っておいでですので🤫,
01a5575c_072_00000.wav,霊だと気づけないこともあります😮‍💨,
01a5575c_072_00001.wav,事故で亡くなった方などは、事故当時の傷が残っている場合があるので、見た目で判断できるのですが。😮‍💨,
01a5575c_073_00000.wav,なかなか戻ってらっしゃらないので😮‍💨,
01a5575c_076_00000.wav,忘れがたい汚瀬となりました😮‍💨,
01a5575c_077_00000.wav,鬼が見えて霊が見えない道理はないはずですが😮‍💨,
01a5575c_078_00000.wav,手銃の紐付けを行うために🤫,
01a5575c_078_00001.wav,あるものを分け与えていただきます🤭,
01a5575c_081_00000.wav,口を尖らせるのではなく、他に方法があるでしょう🤭,
01a5575c_081_00001.wav,自らの価値を知っていただきたいのであれば 無礼な言葉ではなく力を持って示しなさい💪,
01a5575c_082_00000.wav,うまくできるかはわかりませんが😮‍💨,
01a5575c_083_00000.wav,ある時に無礼があってはいけませんので🤫,
01a5575c_084_00000.wav,今日のお夕飯からどうしましょう🤭,
01a5575c_084_00001.wav,食材さえご用意していただければ 私が何とかいたします🤭,
01a5575c_085_00000.wav,マコト様の魂が色濃く溶けた😵‍💫,
01a5575c_086_00000.wav,失礼のないようにと言いましたよね🤭,
01a5575c_088_00000.wav,そろそろご夕食はいかがでしょうか🤭,
01a5575c_091_00000.wav,力のほとんどを使い果たしてしまいました💪,
01a5575c_091_00001.wav,血を求める飽きとなる前に😮‍💨,
01a5575c_091_00002.wav,戦害のもとへ行き倒ございます😮‍💨,
01a5575c_092_00000.wav,おそらく、あの付近に😮‍💨,
01a5575c_094_00000.wav,行き先を見失った者たちがいたのなら😮‍💨,
01a5575c_099_00000.wav,鬼の生と死は主と共にありますので🤫,
01a5575c_099_00001.wav,そういった意味で、私は本来の鬼とは性質が異なります😮‍💨,
01a5575c_101_00000.wav,こういうことも私ができればよかったのですが😮‍💨,
01a5575c_102_00000.wav,声を押さえた方がよろしいかと🤫,
01a5575c_103_00000.wav,誠様のお母様が作ってくださったお食事ですが🤭,
01a5575c_103_00001.wav,残りが少々怪しくなってまいりました😮‍💨,
01a5575c_103_00002.wav,3人分には足りないかもしれません😮‍💨,
01a5575c_105_00000.wav,ヒヨ様、またお口元が👅,
01a5575c_106_00000.wav,しばらくはわたくしとイオ様二人きりでしたからね🤫,
01a5575c_106_00001.wav,なんですかその箸の持ち方は🤭,
01a5575c_108_00000.wav,殿方のここをまじまじと見るのは🤭,
01a5575c_110_00000.wav,この場所に何かあるのかもしれません😮‍💨,
01a5575c_111_00000.wav,先代より誠様にお使いするよう 言いつけられております🤭,
01a5575c_112_00000.wav,死をもって生み出された鬼は😮‍💨,
01a5575c_114_00000.wav,これはお母様が、誠様のためにご用意したお食事でございますから、私が口にするわけには…🤭,
01a5575c_115_00000.wav,誠様と二人きりでお話ししたかったので🤭,
01a5575c_116_00000.wav,限定的な能力でよろしいですか？🤭,
01a5575c_117_00000.wav,しかし、なぜ気がつかなかったのでしょうか?😮‍💨,
01a5575c_119_00000.wav,はい、お米も炊いたのですが、必要なかったでしょうか?🤭,
01a5575c_121_00000.wav,慣れぬことをしたので、少々😮‍💨,
01a5575c_121_00001.wav,ですが、もう大丈夫です😮‍💨,
01a5575c_122_00000.wav,お役目をお伝えするのが我が務め🤫,
01a5575c_122_00001.wav,誠様の鬼を生み出すのが我が務め😈,
01a5575c_123_00000.wav,お腹を痛めて産むわけではございませんので😮‍💨,
01a5575c_127_00000.wav,今日はこれくらいにしておきましょう😮‍💨,
01a5575c_128_00000.wav,もう一度肌を重ねとうございましたが🤭,
01a5575c_131_00000.wav,私どもはいつも通り出前を頼もうかと🤭,
01a5575c_133_00000.wav,では、お食事のご用意いたします。🍽️,
01a5575c_134_00000.wav,最低限ではありますが一応は😮‍💨,
01a5575c_134_00001.wav,誠様にお願いすることになってしまい恐縮ですが🤭,
01a5575c_135_00000.wav,まことさまのための鬼🤭,
01a5575c_137_00000.wav,1つご報告が😮‍💨,
01a5575c_138_00000.wav,しばらく忙しくなるかもしれません😮‍💨,
01a5575c_139_00000.wav,理屈は頭でわかっていても🤔,
01a5575c_139_00001.wav,じいじいの娘みたいな女を抱きたくはないだろっと🤭,
01a5575c_141_00000.wav,騙されたと思ってやってみてください🤭,
01a5575c_143_00000.wav,私は誠様のためだけに存在する👻でございます,
01a5575c_145_00000.wav,そういったものたちでございます🤫,
01a5575c_145_00001.wav,確かに捨て置いても多くは宇宙に影響がございません😮‍💨,
01a5575c_146_00000.wav,すぐお持ちいたします🫶,
01a5575c_147_00000.wav,常に我ら👻が控えております,
01a5575c_147_00001.wav,葵だけでなく新たな鬼がこれからも生まれ、あなた様に尽くすでしょう。🤫,
01a5575c_148_00000.wav,これから誠様はたくさんの礼と出会い🤭,
01a5575c_149_00000.wav,そのはずだったんですが😮‍💨,
01a5575c_150_00000.wav,お伝えするのを執念しておりましたが🤭,
01a5575c_150_00001.wav,仙台の血でございました🫶,
